service_id,date,exception_type
14-Weekday-2-19SPRI-1111100,20190606,1
14-Weekday-2-19SPRI-1111100,20190607,1
14-Weekday-2-19SPRI-1111100,20190610,1
14-Weekday-2-19SPRI-1111100,20190611,1
14-Weekday-2-19SPRI-1111100,20190612,1
14-Weekday-2-19SPRI-1111100,20190613,1
14-Weekday-2-19SPRI-1111100,20190614,1
14-Weekday-2-19SPRI-1111100,20190617,1
14-Weekday-2-19SPRI-1111100,20190618,1
14-Weekday-2-19SPRI-1111100,20190619,1
14-Weekday-2-19SPRI-1111100,20190620,1
14-Weekday-2-19SPRI-1111100,20190621,1
14-Weekday-2-19WINT-1111100,20190408,1
14-Weekday-2-19WINT-1111100,20190409,1
14-Weekday-2-19WINT-1111100,20190410,1
14-Weekday-2-19WINT-1111100,20190411,1
14-Weekday-2-19WINT-1111100,20190415,1
14-Weekday-2-19WINT-1111100,20190416,1
14-Weekday-2-19WINT-1111100,20190417,1
14-Weekday-2-19WINT-1111100,20190418,1
14-Weekday-2-19WINT-1111100,20190423,1
14-Weekday-2-19WINT-1111100,20190424,1
14-Weekday-2-19WINT-1111100,20190425,1
14-Weekday-2-19WINT-1111100,20190426,1
14-Weekday-2-19WINT-1111100,20190412,1
14-Weekday-2-19WINT-1111100,20190422,1
16-Weekday-2-19SPRI-1111100,20190429,1
16-Weekday-2-19SPRI-1111100,20190430,1
16-Weekday-2-19SPRI-1111100,20190501,1
16-Weekday-2-19SPRI-1111100,20190502,1
16-Weekday-2-19SPRI-1111100,20190503,1
16-Weekday-2-19SPRI-1111100,20190506,1
16-Weekday-2-19SPRI-1111100,20190507,1
16-Weekday-2-19SPRI-1111100,20190508,1
16-Weekday-2-19SPRI-1111100,20190509,1
16-Weekday-2-19SPRI-1111100,20190510,1
16-Weekday-2-19SPRI-1111100,20190513,1
16-Weekday-2-19SPRI-1111100,20190514,1
16-Weekday-2-19SPRI-1111100,20190515,1
16-Weekday-2-19SPRI-1111100,20190516,1
16-Weekday-2-19SPRI-1111100,20190517,1
16-Weekday-2-19SPRI-1111100,20190520,1
16-Weekday-2-19SPRI-1111100,20190521,1
16-Weekday-2-19SPRI-1111100,20190522,1
16-Weekday-2-19SPRI-1111100,20190523,1
16-Weekday-2-19SPRI-1111100,20190524,1
16-Weekday-2-19SPRI-1111100,20190527,1
16-Weekday-2-19SPRI-1111100,20190528,1
16-Weekday-2-19SPRI-1111100,20190529,1
16-Weekday-2-19SPRI-1111100,20190530,1
16-Weekday-2-19SPRI-1111100,20190531,1
16-Weekday-2-19SPRI-1111100,20190603,1
16-Weekday-2-19SPRI-1111100,20190604,1
16-Weekday-2-19SPRI-1111100,20190605,1
16-Weekday-2-19SPRI-1111100,20190606,1
16-Weekday-2-19SPRI-1111100,20190607,1
16-Weekday-2-19SPRI-1111100,20190610,1
16-Weekday-2-19SPRI-1111100,20190611,1
16-Weekday-2-19SPRI-1111100,20190612,1
16-Weekday-2-19SPRI-1111100,20190613,1
16-Weekday-2-19SPRI-1111100,20190614,1
16-Weekday-2-19SPRI-1111100,20190617,1
16-Weekday-2-19SPRI-1111100,20190618,1
16-Weekday-2-19SPRI-1111100,20190619,1
16-Weekday-2-19SPRI-1111100,20190620,1
16-Weekday-2-19SPRI-1111100,20190621,1
16-Weekday-2-19WINT-1111100,20190408,1
16-Weekday-2-19WINT-1111100,20190409,1
16-Weekday-2-19WINT-1111100,20190410,1
16-Weekday-2-19WINT-1111100,20190411,1
16-Weekday-2-19WINT-1111100,20190415,1
16-Weekday-2-19WINT-1111100,20190416,1
16-Weekday-2-19WINT-1111100,20190417,1
16-Weekday-2-19WINT-1111100,20190418,1
16-Weekday-2-19WINT-1111100,20190423,1
16-Weekday-2-19WINT-1111100,20190424,1
16-Weekday-2-19WINT-1111100,20190425,1
16-Weekday-2-19WINT-1111100,20190426,1
16-Weekday-2-19WINT-1111100,20190412,1
16-Weekday-2-19WINT-1111100,20190422,1
1-Saturday-1-19SPRI-0000010,20190504,1
1-Saturday-1-19SPRI-0000010,20190511,1
1-Saturday-1-19SPRI-0000010,20190518,1
1-Saturday-1-19SPRI-0000010,20190525,1
1-Saturday-1-19SPRI-0000010,20190601,1
1-Saturday-1-19SPRI-0000010,20190608,1
1-Saturday-1-19SPRI-0000010,20190615,1
1-Saturday-1-19SPRI-0000010,20190622,1
1-Saturday-1-19WINT-0000010,20190413,1
